"","chron_rh","chron_pinned_rh","rev-chron_rh","rev-chron_pinned_rh","pos-abs_rh","pos-abs_pinned_rh","pos-rel_rh","pos-rel_pinned_rh","neg-abs_rh","neg-abs_pinned_rh","least-neg-abs_rh","least-neg-abs_pinned_rh","pred-nb_rh","pred-nb_pinned_rh","pred-xgb_rh","pred-xgb_pinned_rh","pin-pred-lr_rh","pin-pred-lr_pinned_rh","pin-pred-xgb_rh","pin-pred-xgb_pinned_rh","random_rh","random_pinned_rh","chron_rt","chron_pinned_rt","rev-chron_rt","rev-chron_pinned_rt","pos-abs_rt","pos-abs_pinned_rt","pos-rel_rt","pos-rel_pinned_rt","neg-abs_rt","neg-abs_pinned_rt","least-neg-abs_rt","least-neg-abs_pinned_rt","pred-nb_rt","pred-nb_pinned_rt","pred-xgb_rt","pred-xgb_pinned_rt","pin-pred-lr_rt","pin-pred-lr_pinned_rt","pin-pred-xgb_rt","pin-pred-xgb_pinned_rt","random_rt","random_pinned_rt","chron_rl","chron_pinned_rl","rev-chron_rl","rev-chron_pinned_rl","pos-abs_rl","pos-abs_pinned_rl","pos-rel_rl","pos-rel_pinned_rl","neg-abs_rl","neg-abs_pinned_rl","least-neg-abs_rl","least-neg-abs_pinned_rl","pred-nb_rl","pred-nb_pinned_rl","pred-xgb_rl","pred-xgb_pinned_rl","pin-pred-lr_rl","pin-pred-lr_pinned_rl","pin-pred-xgb_rl","pin-pred-xgb_pinned_rl","random_rl","random_pinned_rl"
"1",0.124607246923373,0.118831778193998,-0.0111837931681142,-0.0111837931681142,0.0910726837374135,0.0877930273466062,0.0897172722901755,0.0867727006612862,-0.00295300070569005,-0.0013435954943594,-0.00776013558376307,-0.00776013558376307,0.207289347428582,0.208565433174943,0.163282220243306,0.158159632786519,0.151621552961158,0.149694388352996,0.111119930220199,0.111119930220199,0.049814996535552,0.0706714112187624,0.0326245205926531,0.0291914957264954,-0.0600290666756675,-0.060426874653568,-0.00698192866367208,-0.00461265877056543,-0.00952705384270115,-0.00704855093727922,-0.0601278333443602,-0.0579125433818648,0.0650081715947059,-0.063687293681096,0.081593255396234,0.0822558354695429,-0.0946084592639017,-0.0902865980386746,-0.0543183742161262,-0.052637279591388,-0.0150914778229685,-0.0150914778229685,-0.00406951398538481,-0.0522918929798781,0.0465992246729794,0.0431834339919599,-0.152516983960317,-0.134881540582239,0.0886909114405292,0.0856252999520054,0.0885056153026392,0.085712823526183,0.0101304470228735,0.00893833588901669,-0.00142952696889284,-0.00142952696889284,0.207289347428582,0.208565433174943,0.159662395703083,0.154631294979191,0.151621552961158,0.149694388352996,0.118475366554962,0.118475366554962,0.0113636755392242,-0.0567916789709095
"2",-0.0175217160142736,-0.0175217160142736,-0.0622409586997805,-0.0622409586997805,-0.0856573612023093,-0.0856573612023093,-0.110523209597361,-0.110523209597361,0.020134841395523,0.020134841395523,-0.065392871512474,-0.065392871512474,0.0551257335891913,0.0551257335891913,0.000313994061629198,0.000313994061629198,0.0139170399046838,0.0139170399046838,0.0189861474133233,0.0189861474133233,-0.10231722048325,-0.062802788524742,0.0707504340326144,0.0707504340326144,-0.132339435222602,-0.132339435222602,0.0550170897850403,0.0550170897850403,0.0311500680454734,0.0311500680454734,-0.051844057672774,-0.051844057672774,0.0857768557312833,0.0561228813999232,0.282198639624459,0.282198639624459,0.198478354698396,0.198478354698396,0.115169792427327,0.115169792427327,0.214374663385367,0.214374663385367,0.0526161972474724,0.0219007869761396,0.103095896011474,0.103095896011474,-0.152741998640895,-0.152741998640895,0.0597380117937407,0.0597380117937407,0.012367232423047,0.012367232423047,0.13373503303632,0.13373503303632,-0.150378134583283,-0.150378134583283,0.127700786417234,0.127700786417234,0.119068374149759,0.119068374149759,0.0939914659740935,0.0939914659740935,0.085006312928629,0.085006312928629,-0.0146729560395621,-0.0548239001976869
"3",0.0255051315857951,0.0255051315857951,0.0475836793652944,0.0475836793652944,0.0161150791933757,0.0161150791933757,0.00944980233449719,0.00944980233449719,0.0475099593388321,0.0475099593388321,0.0270684385305232,0.0270684385305232,0.0580629677052855,0.0580629677052855,0.0189177956943656,0.0189177956943656,0.0474796138940336,0.0474796138940336,0.00959024448706973,0.00959024448706973,-0.00408204112547197,-0.00489201043152821,0.028145431146997,0.028145431146997,-0.0167352684406219,-0.0167352684406219,0.037759169805989,0.037759169805989,-0.00549118497752085,-0.00549118497752085,-0.0291988428340793,-0.0291988428340793,0.039555127595284,-0.0239103947843768,0.0419794544082869,0.0419794544082869,-0.00515870517986974,-0.00515870517986974,0.0317014533580003,0.0317014533580003,-0.0355033329541156,-0.0355033329541156,0.054058463126181,0.00556304839505236,-0.0704888208641194,-0.0704888208641194,0.0849284552788142,0.0849284552788142,0.0765183636480292,0.0765183636480292,0.0513441728643207,0.0513441728643207,-0.0652967511006086,-0.0652967511006086,-0.0142962503302798,-0.0142962503302798,0.112772135364623,0.112772135364623,0.0780854093953197,0.0780854093953197,0.0825670943801288,0.0825670943801288,-0.0218077174159657,-0.0218077174159657,-0.0301805464351979,-0.0852693813546101
"4",0.086687783245238,0.0833124414483316,0.0958998394983527,0.089089605327358,0.113851383810377,0.110178090564225,0.106538752252496,0.103280086059035,0.11652026807142,0.118292832947681,0.0596894624929874,0.0578721895316767,0.253094823552161,0.250652226174848,0.15101915567847,0.147510165259631,0.144893333904738,0.153670444460764,0.15402021123531,0.153346231617069,0.0208956769902589,0.124067799894766,0.104020467628322,0.0166253000773923,0.0431933614935681,0.0166253000773923,0.0957045938035974,0.0166253000773923,0.0843608730621638,0.0166253000773923,0.0924095835977199,0.0166253000773923,0.0134013342683255,-0.0242199184973369,0.0798678088993656,0.0166253000773923,-0.0910880254038413,0.0166253000773923,0.0773823662471108,0.0166253000773923,0.0898019426889735,0.0166253000773923,0.0272408024195467,0.0166253000773923,0.0399821289876031,0.0417715892902924,-0.0343272490821635,-0.0148441895664516,0.109164226717488,0.105490933471336,0.103104163294257,0.0998454971007964,0.103915918311519,0.104659933432384,0.0363012026299575,0.0450283282663894,0.253094823552161,0.250652226174848,0.15101915567847,0.147510165259631,0.144893333904738,0.153670444460764,0.144665330825974,0.143991351207734,0.0106709029702536,-0.0212735346144518
"5",-0.0193497025682326,0.0158582834382851,0.0643094675051371,0.0755631613376466,0.156212768594156,0.144869977134431,0.158980461848054,0.146942253309285,0.0725111691388108,0.0935390434653227,0.0529606492402293,0.0634493270352954,0.270409220672041,0.258661060151861,0.235109251585144,0.225515610401393,0.22166613181884,0.209998379500672,0.163637325538172,0.157545013831582,0.0711694993891859,0.111193021709236,-0.0578385920709579,-0.15464007772807,0.0196737042424167,-0.147605752927725,-0.13556136947418,-0.149617877761976,-0.133064270775598,-0.149617877761976,-0.140900560203909,-0.154450029988392,-0.0569616348750116,-0.140900560203909,-0.131282330974413,-0.147799111010725,-0.13868375733189,-0.147421995033368,-0.135911176694568,-0.154450029988392,-0.111113645028105,-0.154450029988392,-0.0791571489165978,-0.15667657834057,-0.0794950723516964,-0.0393884751563752,0.0129185476384454,0.0370889317365382,0.153518898156191,0.142176106696466,0.155522745859764,0.143484537320995,-0.0344936900297853,0.00777775681036263,0.0307785896514347,0.0447819766884855,0.284395011778783,0.272646851258604,0.235109251585144,0.225515610401393,0.22166613181884,0.209998379500672,0.200897115252287,0.194804803545697,-0.0318331707678907,0.0206969305919303
"6",0.131611067594968,0.12484288171024,0.146865160912736,0.134659662852882,0.219567941810207,0.214836527967138,0.21609214275113,0.211360728908061,0.0966661965448892,0.0915364821786143,0.18099270017211,0.165224696926835,0.324290982837487,0.319792532638975,0.2399978335585,0.235266419715431,0.265658494158267,0.265774975980546,0.206079078499355,0.206195560321634,0.133365878232273,0.0667710895168844,0.0235714537753718,0.0153918343109753,0.06731080744628,0.0346769724545037,0.0534276639805404,0.0245643093693952,0.0484218024998402,0.019558447888695,0.0378506228923362,0.0370094082563042,-0.112212788922225,0.0337409081148145,0.0551724319705336,0.000301227691036034,0.0579043086929374,0.0290409540817922,0.0627906434343902,0.0358443886725388,0.0524457891233925,0.0254995343615411,-0.184258403660389,0.0324376181629124,-0.114273507497149,-0.103509780718327,-0.0287692293432359,-0.0253482552980257,0.190067464985047,0.185336051141978,0.185025332063968,0.180293918220899,0.0647718101855232,0.0620584205821372,0.042276611672959,0.0391512001715633,0.324290982837487,0.319792532638975,0.2399978335585,0.235266419715431,0.265658494158267,0.265774975980546,0.194223565506689,0.194340047328968,0.0217361307393708,0.0133606481446847
"7",-0.0703762563627827,-0.0703762563627827,0.121691515406462,0.121691515406462,0.272846493195871,0.272846493195871,0.27106119120611,0.27106119120611,0.0988769427061608,0.0988769427061608,0.0898083689976405,0.0898083689976405,0.238360118557885,0.238360118557885,0.110149509275105,0.110149509275105,0.271995246563178,0.271995246563178,0.348965732639649,0.348965732639649,0.175895320777385,-0.0626868649590675,-0.157213946665232,-0.157213946665232,0.0358835203510998,0.0358835203510998,0.152020748783142,0.152020748783142,0.152847632877782,0.152847632877782,0.0106772238878905,0.0106772238878905,-0.156627310085059,-0.141679676908636,0.0161575173508691,0.0161575173508691,-0.0161097262513169,-0.0161097262513169,0.147924968290915,0.147924968290915,0.172031728461665,0.172031728461665,-0.0669308698245091,-0.0945537066964172,-0.159830654964174,-0.159830654964174,0.0162896261390939,0.0162896261390939,0.235683814203373,0.235683814203373,0.250589278222717,0.250589278222717,-0.052677872017183,-0.052677872017183,-0.00660691266073165,-0.00660691266073165,0.238360118557885,0.238360118557885,0.108876430868367,0.108876430868367,0.271995246563178,0.271995246563178,0.331041005418699,0.331041005418699,0.063300979216954,0.0942336919266592
"8",0.00126890962445917,0.00126890962445917,-0.124620794320964,-0.124620794320964,0.115251371744687,0.115251371744687,0.115251371744687,0.115251371744687,-0.124620794320964,-0.124620794320964,-0.124620794320964,-0.124620794320964,0.134866248488896,0.134866248488896,0.162709039031499,0.162709039031499,0.133710605093048,0.133710605093048,0.117708934411669,0.117708934411669,-0.0267328807201259,-0.0501764882766969,0.100552946707914,0.100552946707914,-0.104762744027307,-0.104762744027307,0.266999719431249,0.266999719431249,0.266999719431249,0.266999719431249,-0.104762744027307,-0.104762744027307,0.100552946707914,0.100552946707914,0.339479117235095,0.339479117235095,0.380873149541925,0.380873149541925,0.196234766685065,0.196234766685065,0.293660442128277,0.293660442128277,-0.0629966476105719,-0.201400611221729,0.131375820136202,0.131375820136202,-0.128820358465094,-0.128820358465094,0.248625239555346,0.248625239555346,0.248625239555346,0.248625239555346,-0.104762744027307,-0.104762744027307,-0.104762744027307,-0.104762744027307,0.134876224425802,0.134876224425802,0.377929891122946,0.377929891122946,0.212980171712835,0.212980171712835,0.0725231686536615,0.0725231686536615,-0.065376554955893,-0.0052237454149314
"9",0.290325046812489,0.289354107394392,0.100462375449945,0.14372968804738,0.260731610313188,0.258315301014166,0.257110444265085,0.254640812676976,0.155609478861624,0.176343202006095,0.152322306427871,0.160165798250944,0.297639890639533,0.294318684702419,0.317893670264111,0.317893670264111,0.282121320836303,0.278800114899189,0.265359097037687,0.263482057181839,0.226427939608886,0.22477659288059,-0.100442956331221,0.00256806342693282,0.0434097631804759,0.111070514146142,-0.0681599571918633,-0.0155117664651453,-0.0499039810197023,0.000804324993491839,-0.205641235387112,-0.0710381371034176,0.277666372748918,-0.255474341867001,-0.0204883229463876,-0.00454870928846,-0.0161042174725959,-0.0161042174725959,0.044645310429493,0.0605849240874206,-0.109129408836435,-0.0959333238318168,-0.11683806204934,0.195274459805797,0.178264016101125,0.194063180078648,-0.0525657978503056,0.00520693927318935,0.315575700884849,0.316595690622809,0.302870921607682,0.304237142030407,0.101807152528083,0.131030489418487,0.0622030425972711,0.0765381960206405,0.361999771179116,0.358678565242002,0.409540108585022,0.409540108585022,0.294231779517092,0.290910573579978,0.406533604414395,0.404656564558546,-0.15645879245541,0.0889551788310887
"10",0.121963530396416,0.121963530396416,0.21304314192575,0.21304314192575,0.189867454647636,0.189867454647636,0.189795129618955,0.189795129618955,0.197831455090863,0.197831455090863,0.194922971131375,0.194922971131375,0.244891706795047,0.244891706795047,0.241233366270282,0.241233366270282,0.215064219864416,0.215064219864416,0.228288344992991,0.228288344992991,0.154616601396951,0.171396430956133,-0.192390404812561,-0.192390404812561,0.158764215346754,0.158764215346754,-0.148238006364078,-0.148238006364078,-0.111719283750982,-0.111719283750982,-0.0340584100250403,-0.0340584100250403,0.0274106546522603,-0.0557609925873077,0.0864216254147992,0.0864216254147992,0.082115500307509,0.082115500307509,-0.0101980305641897,-0.0101980305641897,0.0290257301673672,0.0290257301673672,-0.138624009845448,0.0388678061022812,-0.208261081713229,-0.208261081713229,0.0909351876511437,0.0909351876511437,0.152863051124763,0.152863051124763,0.122639737496895,0.122639737496895,0.140085882151128,0.140085882151128,-0.0355089335540083,-0.0355089335540083,0.322153876126906,0.322153876126906,0.323977237662703,0.323977237662703,0.285786276824944,0.285786276824944,0.331608431270478,0.331608431270478,-0.0584712409033171,0.111918653805407
"11",0.139538586221168,0.139538586221168,0.132683021059997,0.132683021059997,0.168184861619481,0.168184861619481,0.156749512662941,0.156749512662941,0.155940149479567,0.155940149479567,0.127513444565392,0.127513444565392,0.201714058052295,0.201714058052295,0.186839169758403,0.186839169758403,0.177734679154009,0.177734679154009,0.163287316179376,0.163287316179376,0.117462682755414,0.133148858651132,-0.0568931995582248,-0.0568931995582248,0.025536262340803,0.025536262340803,-0.055841460484413,-0.055841460484413,0.00525669582327547,0.00525669582327547,-0.0187117269300886,-0.0187117269300886,0.0745359484954616,-0.0355751829583094,-0.0234945183800062,-0.0234945183800062,-0.0374011050911066,-0.0374011050911066,-0.0234945183800062,-0.0234945183800062,0.0334053207455531,0.0334053207455531,-0.0711805579088737,-0.0611258070433936,0.00680432870636273,0.00680432870636273,-0.100258796344142,-0.100258796344142,0.052053497399115,0.052053497399115,0.0404778370737877,0.0404778370737877,0.00473501436305962,0.00473501436305962,0.0228469373331094,0.0228469373331094,0.256394347859463,0.256394347859463,0.193804566575,0.193804566575,0.197876973569329,0.197876973569329,0.204242378231814,0.204242378231814,0.0811771692587521,0.0570121503902775
"12",0.119337779750651,0.119337779750651,0.0379122555233694,0.0379122555233694,0.0777689651797097,0.0777689651797097,0.0836872163050749,0.0836872163050749,0.0240612337489479,0.0240612337489479,0.042336673977487,0.042336673977487,0.242066428063112,0.242066428063112,0.184458339220228,0.184458339220228,0.142619626157492,0.142619626157492,0.101360488978149,0.101360488978149,0.0635186525483054,0.0887582561359056,0.228520947832559,0.228520947832559,-0.0493298935853592,-0.0493298935853592,0.200486801382384,0.200486801382384,0.197286632666907,0.197286632666907,-0.130384589988341,-0.130384589988341,0.239378989678884,-0.143339832669517,0.262148819496463,0.262148819496463,0.149290961846603,0.149290961846603,0.238498684246128,0.238498684246128,0.257232171383985,0.257232171383985,-0.111253462084664,0.0921930623888938,0.16286011015633,0.16286011015633,-0.0154069490921638,-0.0154069490921638,0.0709315654653477,0.0709315654653477,0.0789510818995478,0.0789510818995478,-0.101740927537074,-0.101740927537074,-0.065721941736507,-0.065721941736507,0.249897808338174,0.249897808338174,0.192917841363198,0.192917841363198,0.142619626157492,0.142619626157492,0.128837433350321,0.128837433350321,-0.0803276301812121,-0.0731716718731202
