"","Estimate","Std. Error","z value","Pr(>|z|)","feature","variable","n"
"168",-0.117853194562391,0.0105704888550365,-11.1492662428983,7.21992697243503e-29,"policy_pin.pred.xgb:replies_rh","smog","10"
"169",-0.228992828566048,0.0105387971171112,-21.7285545989159,1.10217070528287e-104,"policy_pin.pred.xgb:replies_rt","smog","10"
"170",-0.109904478979843,0.00861394456038999,-12.7589025224544,2.78091423086021e-37,"policy_pin.pred.xgb:pinned","smog","10"
"171",-0.115036864625735,0.0106362345425798,-10.8155629856799,2.90503487955692e-27,"policy_pred.nb:replies_rh","smog","10"
"172",-0.306664992964029,0.0105758994077407,-28.9965875374698,7.26481233614665e-185,"policy_pred.nb:replies_rt","smog","10"
"173",-0.128738889553021,0.00865150766724332,-14.8805149928327,4.41091086891057e-50,"policy_pred.nb:pinned","smog","10"
"174",-0.115193462605396,0.010564316587206,-10.9040146283482,1.10281602294825e-27,"policy_pred.xgb:replies_rh","smog","10"
"175",-0.245199050712815,0.0105337183276797,-23.277540094128,7.48691872041215e-120,"policy_pred.xgb:replies_rt","smog","10"
"176",-0.100055501086417,0.00860966524640998,-11.6212998093204,3.21211689658269e-31,"policy_pred.xgb:pinned","smog","10"
"177",-0.000903769675158458,0.00328049208607574,-0.275498203149023,0.782933506107385,"(Intercept)","lexdiv","N"
"178",0.2386145241163,0.00465337272535118,51.2777587783477,0,"policy_neg.abs","lexdiv","N"
"179",-0.0989082762560394,0.00464130716150367,-21.310435361058,9.08467135951559e-101,"policy_least.neg.abs","lexdiv","N"
"180",0.32430716137264,0.00466498392457585,69.5194595771573,0,"policy_pos.abs","lexdiv","N"
"181",0.195302421529338,0.00464887011912501,42.0107287415672,0,"policy_pos.rel","lexdiv","N"
"182",0.103626153916862,0.00464275035100145,22.3199926945263,2.36328311137007e-110,"policy_rev.chron","lexdiv","N"
"183",-0.0976785369565146,0.00464138072937084,-21.0451464018888,2.53334107185995e-98,"policy_chron","lexdiv","N"
"184",0.490388730427268,0.00469881921870496,104.364247186855,0,"policy_pin.pred.lr","lexdiv","N"
"185",0.772785389737035,0.00478689194546425,161.437817803528,0,"policy_pin.pred.xgb","lexdiv","N"
"186",0.500059531598702,0.0047021012241243,106.348100086218,0,"policy_pred.nb","lexdiv","N"
"187",0.489364519009444,0.0046981383451735,104.161368409293,0,"policy_pred.xgb","lexdiv","N"
"188",0.222895207297055,0.00402889026140028,55.3242190368287,0,"replies_rh","lexdiv","N"
"189",0.0180970106724414,0.00401573886791947,4.50652078426039,6.58992331753226e-06,"replies_rt","lexdiv","N"
"190",0.0207471478047539,0.00328598037451713,6.3138380148733,2.72198852460387e-10,"pinned","lexdiv","N"
"191",-0.202883304079174,0.00571039725255166,-35.5287548495013,1.76888733528896e-276,"policy_neg.abs:replies_rh","lexdiv","N"
"192",-0.165132932859752,0.00569073091612758,-29.0178775439484,3.91472888173446e-185,"policy_neg.abs:replies_rt","lexdiv","N"
"193",-0.0120358476231927,0.00465476572967623,-2.5857042700256,0.00971802702388569,"policy_neg.abs:pinned","lexdiv","N"
"194",0.084546369949935,0.00569804314444468,14.83779041448,8.34599747616871e-50,"policy_least.neg.abs:replies_rh","lexdiv","N"
"195",0.0321816809327571,0.0056805529046358,5.66523742899994,1.468210929834e-08,"policy_least.neg.abs:replies_rt","lexdiv","N"
"196",0.00306247161585614,0.00464733385779196,0.658973878263866,0.509912542902395,"policy_least.neg.abs:pinned","lexdiv","N"
"197",-0.272470473008953,0.00571986753872289,-47.6358012076953,0,"policy_pos.abs:replies_rh","lexdiv","N"
"198",-0.230566440300475,0.00569961345659011,-40.4529959893833,0,"policy_pos.abs:replies_rt","lexdiv","N"
"199",-0.0175022212753031,0.00466021463128587,-3.75566849599667,0.000172879403411327,"policy_pos.abs:pinned","lexdiv","N"
"200",-0.154272560284613,0.00570728105842339,-27.0308328441126,6.41798600105063e-161,"policy_pos.rel:replies_rh","lexdiv","N"
"201",-0.130997778357185,0.00568693829276173,-23.0348513758128,2.08671567671532e-117,"policy_pos.rel:replies_rt","lexdiv","N"
"202",-0.0154113971958271,0.00465288537377312,-3.31222369729897,0.000925575040939359,"policy_pos.rel:pinned","lexdiv","N"
"203",-0.0906131332941573,0.00570104448069865,-15.8941284532923,6.95895631600985e-57,"policy_rev.chron:replies_rh","lexdiv","N"
"204",0.00491651744705496,0.00568444773082527,0.864906791277888,0.387089949799143,"policy_rev.chron:replies_rt","lexdiv","N"
"205",0.000944677564939992,0.00465060594114617,0.203129995724207,0.839033427235947,"policy_rev.chron:pinned","lexdiv","N"
"206",0.0756088075605075,0.00569733327345915,13.2709118339152,3.41401065352487e-40,"policy_chron:replies_rh","lexdiv","N"
"207",-0.0131833965822787,0.0056815333530595,-2.32039411951696,0.0203195667143813,"policy_chron:replies_rt","lexdiv","N"
"208",-0.000409540946991873,0.00464747892251494,-0.0881210983029598,0.929780427589235,"policy_chron:pinned","lexdiv","N"
"209",-0.394403842598886,0.00574792082753053,-68.6167841265018,0,"policy_pin.pred.lr:replies_rh","lexdiv","N"
"210",-0.282748215794094,0.00572991154577906,-49.346000114501,0,"policy_pin.pred.lr:replies_rt","lexdiv","N"
"211",-0.0208674170744695,0.00467875198392965,-4.46003916132846,8.19446783926397e-06,"policy_pin.pred.lr:pinned","lexdiv","N"
"212",-0.655982302344088,0.00581507615403428,-112.807173107955,0,"policy_pin.pred.xgb:replies_rh","lexdiv","N"
"213",-0.499806018729566,0.00580067945348391,-86.1633577131003,0,"policy_pin.pred.xgb:replies_rt","lexdiv","N"
"214",-0.0209861592186754,0.00471530728315741,-4.45064509234336,8.56127281799403e-06,"policy_pin.pred.xgb:pinned","lexdiv","N"
"215",-0.363781600257294,0.00575421127156351,-63.2200632005033,0,"policy_pred.nb:replies_rh","lexdiv","N"
"216",-0.259478205344602,0.00573423158956969,-45.2507369630101,0,"policy_pred.nb:replies_rt","lexdiv","N"
"217",-0.0219527013006939,0.00468370707980138,-4.68703548848422,2.77190915486014e-06,"policy_pred.nb:pinned","lexdiv","N"
"218",-0.3886546237539,0.00574864491467573,-67.6080414641202,0,"policy_pred.xgb:replies_rh","lexdiv","N"
"219",-0.34455828587242,0.00572583040454841,-60.176124951014,0,"policy_pred.xgb:replies_rt","lexdiv","N"
"220",-0.0182579058133411,0.00467680237040889,-3.90392930196553,9.46434382533931e-05,"policy_pred.xgb:pinned","lexdiv","N"
"221",0.000282301098598264,0.00289922321572283,0.0973712879599306,0.922431545247024,"(Intercept)","sentcomp","N"
"222",-0.0819491023253732,0.00410162990891053,-19.9796432504415,8.2813516676376e-89,"policy_neg.abs","sentcomp","N"
"223",0.0865079400713877,0.00410197730582722,21.0893268347671,9.9669707558451e-99,"policy_least.neg.abs","sentcomp","N"
"224",-0.0301045401179301,0.00410032302515471,-7.34199230968986,2.10437490140978e-13,"policy_pos.abs","sentcomp","N"
"225",0.0158312609195304,0.00410018639407876,3.86110761754466,0.00011287416993562,"policy_pos.rel","sentcomp","N"
"226",-0.0360176073591327,0.0041003937727526,-8.78393865449515,1.57847801662253e-18,"policy_rev.chron","sentcomp","N"
"227",0.0358386749196203,0.00410039370494353,8.74030093169158,2.32490300912095e-18,"policy_chron","sentcomp","N"
"228",-0.0344649760320881,0.00410036801819184,-8.40533724757865,4.26633823061233e-17,"policy_pin.pred.lr","sentcomp","N"
"229",-0.107002547502874,0.0041026278775648,-26.0814655133643,5.91718782383126e-150,"policy_pin.pred.xgb","sentcomp","N"
"230",-0.0581664387831794,0.00410103838986874,-14.183344132275,1.16175691639296e-45,"policy_pred.nb","sentcomp","N"
"231",-0.0454911723397267,0.00410063574768175,-11.0936876959737,1.34621233200381e-28,"policy_pred.xgb","sentcomp","N"
"232",-0.0169836942257327,0.00355085552477259,-4.78298655274644,1.72709683873366e-06,"replies_rh","sentcomp","N"
"233",-0.00560743602116578,0.00355080354069985,-1.57920199101203,0.114289733435711,"replies_rt","sentcomp","N"
"234",0.000991174201657338,0.00289924869955642,0.341872776146795,0.732446638039119,"pinned","sentcomp","N"
"235",0.0578337026822619,0.00502283316819911,11.5141595879438,1.11945587641195e-30,"policy_neg.abs:replies_rh","sentcomp","N"
"236",0.0168798975109714,0.00502328123390897,3.36033296265117,0.000778485894705296,"policy_neg.abs:replies_rt","sentcomp","N"
"237",0.00353170245766855,0.0041011783554004,0.8611433475011,0.389159097529158,"policy_neg.abs:pinned","sentcomp","N"
"238",-0.0523196906863547,0.00502269389129726,-10.416659230818,2.08136117445102e-25,"policy_least.neg.abs:replies_rh","sentcomp","N"
"239",-0.0539526834766191,0.00502227492537706,-10.7426782241652,6.41557764089563e-27,"policy_least.neg.abs:replies_rt","sentcomp","N"
"240",-0.0423070789944762,0.00410061251037731,-10.3172584308834,5.88804329723911e-25,"policy_least.neg.abs:pinned","sentcomp","N"
"241",0.0183670323389263,0.00502188665251295,3.65739683306778,0.000254789758024466,"policy_pos.abs:replies_rh","sentcomp","N"
"242",0.0175902033364376,0.00502177476576835,3.50278619749012,0.000460418865670335,"policy_pos.abs:replies_rt","sentcomp","N"
"243",-0.00066958747836062,0.00410030002490828,-0.163302069188363,0.870280604796405,"policy_pos.abs:pinned","sentcomp","N"
"244",-0.0200131887561686,0.00502173523030551,-3.98531341027135,6.73911164312041e-05,"policy_pos.rel:replies_rh","sentcomp","N"
"245",0.00829214817896606,0.00502168318895473,1.65126868162547,0.0986837242772945,"policy_pos.rel:replies_rt","sentcomp","N"
"246",-0.00139256417023994,0.00410022037981343,-0.339631542025383,0.734134021542942,"policy_pos.rel:pinned","sentcomp","N"
"247",0.0328863370912665,0.00502188182620717,6.54860831643748,5.80757274750979e-11,"policy_rev.chron:replies_rh","sentcomp","N"
"248",0.022013339002313,0.00502184204436274,4.3835187980522,1.16777567190157e-05,"policy_rev.chron:replies_rt","sentcomp","N"
"249",-0.000584082861121048,0.00410030183757866,-0.14244874749659,0.886725560002982,"policy_rev.chron:pinned","sentcomp","N"
"250",-0.0280719042822609,0.00502183844564643,-5.58996562436157,2.27114569022364e-08,"policy_chron:replies_rh","sentcomp","N"
"251",-0.0151035473519476,0.00502182342151817,-3.00758232303229,0.00263334790324945,"policy_chron:replies_rt","sentcomp","N"
"252",-0.00166754276128321,0.00410026657653376,-0.406691304128059,0.684234728086712,"policy_chron:pinned","sentcomp","N"
"253",0.033383442588034,0.00502185932600362,6.64762599286119,2.97857992666258e-11,"policy_pin.pred.lr:replies_rh","sentcomp","N"
"254",0.0333701344553975,0.00502177956969266,6.64508148800323,3.0304936602827e-11,"policy_pin.pred.lr:replies_rt","sentcomp","N"
"255",-0.00131904552944301,0.00410026248628575,-0.321697826384251,0.747681624684305,"policy_pin.pred.lr:pinned","sentcomp","N"
"256",0.0864912055679764,0.00502361204288596,17.2169357087314,1.98208254636932e-66,"policy_pin.pred.xgb:replies_rh","sentcomp","N"
"257",0.0477425561852608,0.00502400704444265,9.50288400532234,2.04156255178373e-21,"policy_pin.pred.xgb:replies_rt","sentcomp","N"
"258",-0.00151576529374359,0.00410156480710456,-0.369557806600555,0.711711994158325,"policy_pin.pred.xgb:pinned","sentcomp","N"
"259",0.018817877287236,0.00502261145703716,3.74663209531574,0.000179224644318227,"policy_pred.nb:replies_rh","sentcomp","N"
"260",-0.0233314191875656,0.00502324849679077,-4.64468743731701,3.40591705160752e-06,"policy_pred.nb:replies_rt","sentcomp","N"
"261",4.333267133916e-05,0.00410129390939521,0.0105656098530012,0.991570019865863,"policy_pred.nb:pinned","sentcomp","N"
"262",0.0133735521975526,0.00502231095309269,2.66282839164255,0.00774869201308484,"policy_pred.xgb:replies_rh","sentcomp","N"
"263",0.00583359706158331,0.00502221864971378,1.16155776330363,0.245415146967554,"policy_pred.xgb:replies_rt","sentcomp","N"
"264",-0.00101011270320632,0.00410067477467941,-0.246328411471083,0.8054280182194,"policy_pred.xgb:pinned","sentcomp","N"
"265",0.00413848129910537,0.00361087312341609,1.14611650912568,0.251746947506237,"(Intercept)","sim","N"
"266",0.211898866022734,0.00511920117396901,41.3929554283262,0,"policy_neg.abs","sim","N"
"267",-0.014799979807343,0.00510780260771727,-2.89752383637184,0.00376121155492914,"policy_least.neg.abs","sim","N"
"268",0.431302628365909,0.00515661773605584,83.6406052265958,0,"policy_pos.abs","sim","N"
"269",0.280994015777475,0.00512847859604766,54.7909112839092,0,"policy_pos.rel","sim","N"
"270",-0.125335616687765,0.00510997219978954,-24.5276513819248,7.49119539119232e-133,"policy_rev.chron","sim","N"
"271",0.135623600455452,0.00511185430942269,26.531194405415,4.23347406218564e-155,"policy_chron","sim","N"
"272",0.554368269440592,0.00518916046676273,106.831976577212,0,"policy_pin.pred.lr","sim","N"
"273",0.713851612735599,0.0052434560108029,136.141432533214,0,"policy_pin.pred.xgb","sim","N"
"274",0.719019232119193,0.00524678796684036,137.039887386985,0,"policy_pred.nb","sim","N"
"275",0.672293046839518,0.00522856678295013,128.580751618551,0,"policy_pred.xgb","sim","N"
"276",0.489661846753357,0.00447841356622257,109.338237639891,0,"replies_rh","sim","N"
"277",0.00819493878248587,0.00441166824254001,1.85756007295953,0.0632315129125918,"replies_rt","sim","N"
"278",0.00392167513692387,0.00363710610090581,1.07824050993376,0.280926437918221,"pinned","sim","N"
"279",-0.21429804979526,0.00634237031433506,-33.7883219008677,2.92748650239805e-250,"policy_neg.abs:replies_rh","sim","N"
"280",-0.357028636878411,0.00625138448437185,-57.1119306084861,0,"policy_neg.abs:replies_rt","sim","N"
"281",0.00397068542829404,0.00515048512864965,0.770934257475483,0.440745900320742,"policy_neg.abs:pinned","sim","N"
"282",0.0723230262677349,0.0063381938459888,11.4106680901698,3.69877418207607e-30,"policy_least.neg.abs:replies_rh","sim","N"
"283",0.0684302056833208,0.00623982684847057,10.966683426495,5.5262421846218e-28,"policy_least.neg.abs:replies_rt","sim","N"
"284",-0.110873741424391,0.00514537111334991,-21.5482496756598,5.49865991996241e-103,"policy_least.neg.abs:pinned","sim","N"
"285",-0.408259939043393,0.00637369227864318,-64.0539143082545,0,"policy_pos.abs:replies_rh","sim","N"
"286",-0.488542398708153,0.00627596439757096,-77.8433986810437,0,"policy_pos.abs:replies_rt","sim","N"
"287",-0.00228815857976062,0.00516595542968045,-0.442930375785716,0.657816095449995,"policy_pos.abs:pinned","sim","N"
"288",-0.257397117988748,0.00635293420091063,-40.5162575037929,0,"policy_pos.rel:replies_rh","sim","N"
